CCN,critical_access,teaching_status,urban_rural,referral_center,ownership_type_simple,medicaid_caseload,disproportionate_percentage,charity_care_burden,uncomp_burden
160032,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.192424242,0.2368,0.005034402,0.049568716
160033,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.066176471,0.3463,0.009906474,0.044245461
160040,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,0.0294,0.02154864,0.026654717
160045,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.333058273,0.37615,0.009712718,0.040314217
160047,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.011477875,0.3501,0.017468552,0.039582583
160057,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.046551724,0.296,0.010914909,0.067786743
160058,Not Critical Access,Teaching,Rural,Non Referral Center,Governmental,0.010046634,0.4241,0.007978097,0.012334755
160064,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.052799811,0.2936,0.005081852,0.019209746
160067,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.025319061,0.4526,0.022847254,0.049872932
160069,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.040921788,0.2106,0.005176999,0.0225219
160079,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.027787115,0.2754,0.019961985,0.030429368
160080,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.026771139,0.2764,0.008142472,0.036810239
160082,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.219636092,0.3172,0.012653055,0.070191558
160083,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.015328675,0.3373,0.013390103,0.058039039
160089,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.027416038,0.2866,0.009002412,0.075538602
160101,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.539194339,0.6096,0.0199294,0.038826317
160104,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.02270089,0.2906,0.009462937,0.065360469
160110,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.191510967,0.3353,0.008696971,0.020776416
160112,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.026970954,0.1807,0.002742462,0.040597156
160117,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.129146919,0.2274,0.006578532,0.04502594
160124,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.115622242,NA,0.003157531,0.079066623
160146,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.458538934,0.4047,0.014141973,0.052560047
160147,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.190415606,0.02375,0.004106348,0.048414283
160153,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.027582572,0.2735,0.017000878,0.082756667
161300,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.026013283,0.101286276
161301,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.005847953,NA,0.000277233,0.006243475
161302,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.011655012,NA,0.00165405,0.013416468
161303,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.006993007,NA,0.001654831,0.039199067
161304,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.010206692,0.018341015
161305,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.008,NA,0.000604969,0.063895652
161306,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.005464481,NA,0.00705083,0.049310334
161307,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.006535948,NA,0.001884588,0.060437897
161308,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.005154639,NA,0.00043598,0.030152576
161309,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,NA,0.011594412,0.02244929
161310,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.002912674,0.027075258
161311,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.06010929,NA,0.002151761,0.043545538
161312,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.014839993,0.034474424
161313,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.005923047,0.01719042
161314,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.000658237,0.012012221
161315,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.002987829,0.093831325
161316,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.170792079,NA,0.011883099,0.048199859
161317,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.010752565,0.024291692
161318,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.002906977,NA,0.001668229,0.022412674
161319,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.005530052,0.012440816
161320,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.001422796,0.039055714
161321,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.002307735,0.046186139
161322,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.102272727,NA,0.001860815,0.069051656
161323,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.026119403,NA,8.37E-05,0.011405037
161324,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.003004209,0.04898329
161325,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.032258065,NA,0.00449308,0.031530339
161326,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.015384615,NA,0.010993312,0.031393409
161327,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.002474973,0.015487881
161328,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.038461538,NA,0.000457853,0.072483764
161329,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.024193548,NA,0.002279789,0.047617532
161330,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.010989011,NA,0.00073051,0.008716756
161331,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.013210489,0.024140093
161332,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.00251355,0.097949953
161333,Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,NA,0.002818775,0.013001749
161334,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.000519246,0.041214866
161335,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.056872038,NA,0.001912325,0.05090831
161336,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.02919708,NA,0.001129611,0.025441903
161337,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.012682515,0.046341077
161338,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.02535427,0.04098324
161339,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.005006258,NA,0.005914018,0.053098611
161340,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.078651685,NA,0.005431815,0.034738804
161341,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.080924855,NA,0.008105522,0.036924345
161342,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.040650407,NA,0.009192421,0.031399782
161343,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.009831461,NA,0.042722257,0.059655952
161344,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.074193548,NA,0.00024204,0.008709002
161345,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.00164717,0.015702779
161346,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.121645796,NA,0.021197508,0.047239177
161347,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.196428571,NA,0.000758821,0.063340483
161348,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.010752688,NA,0.0008317,0.07758637
161349,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.088888889,NA,0.002779688,0.036997907
161350,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.215517241,NA,0.002456097,0.013417914
161351,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.006057276,0.021794276
161352,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.109042553,NA,0.000856348,0.050637688
161353,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.00390117,NA,0.003262014,0.028926871
161354,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.000700458,0.030603331
161355,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.004938272,NA,0.000654749,0.048832423
161356,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.005,NA,0.003136896,0.018410996
161357,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.109467456,NA,0.003565386,0.038850692
161358,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.009727626,NA,0.000816893,0.009216958
161359,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.119241192,NA,0.004477643,0.010548512
161360,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.082442748,NA,0.003761829,0.020098991
161361,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.003127236,0.019757983
161362,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.117957746,NA,0.003295986,0.034038586
161363,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.042253521,NA,0.015389714,0.058379424
161364,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.009363296,NA,0.004871659,0.019425165
161365,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.0078125,NA,0.004414105,0.035446778
161366,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.0234375,NA,0.001023005,0.054567145
161367,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.170008718,NA,0.018846536,0.02653266
161368,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.067226891,NA,0.004209298,0.027154423
161369,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.02764977,NA,0.003922892,0.029118389
161370,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.000962914,0.010946988
161371,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.007702182,NA,0.005113373,0.03384823
161372,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.191489362,NA,0.005919306,0.054112258
161373,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.089285714,NA,0.022114756,0.031116398
161374,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.003220612,NA,0.010657701,0.039083831
161375,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.034753363,NA,0.012271107,0.030114721
161376,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.003424658,NA,0.003882785,0.031572482
161377,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.099337748,NA,0.00285195,0.003156214
161378,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0.004479776,0.032550415
161379,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,NA,0.000194948,0.021194719
161380,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.005586592,NA,0.003373298,0.065779044
161381,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.179354839,NA,0.061430893,0.119572285
162001,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
162003,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
163025,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
163026,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001133787,NA,0,0
163027,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.000625782,NA,0,0
164002,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.877358491,NA,0,0
164003,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.524752475,NA,0,0
164006,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.015225933,NA,0,0
164007,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.031064413,NA,0,0
170006,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.142467621,0.3179,0.064458067,0.14241378
170009,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.006437768,0.0782,0.001270587,0.060805334
170012,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.006505406,0.1591,0.010304881,0.024231898
170013,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.005698712,0.1812,0.014054248,0.027298387
170014,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.002895194,0.218533333,0.057988742,0.068586021
170016,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.007165495,0.2356,0.017199617,0.02586424
170017,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.000982318,0.2257,0.025850126,0.090687297
170020,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.008269859,0.1917,0.023031848,0.043113291
170023,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.187961985,0.2601,0.038126088,0.090085094
170027,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.003028634,0.0204,0.001165851,0.021442437
170040,Not Critical Access,Teaching,Rural,Referral Center,Governmental,0.082357646,0.3147,0.014274968,0.016625672
170049,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.062343138,0.1671,0.045952781,0.071452327
170068,Not Critical Access,Non Teaching,Rural,Referral Center,Governmental,0.155133424,0.4,0.007480042,0.139099723
170074,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.006403415,0.4571,0.000820569,0.021774234
170075,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.001692047,NA,0.007501893,0.036680827
170086,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.005928899,0.3186,0.029769131,0.049013115
170103,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.003584229,0.1928,0.011037977,0.048816393
170104,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.003584714,0.2104,0.029921443,0.051833041
170105,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,0.2059,0.003920719,0.05930421
170109,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.048106448,0.09725,0.040314321,0.107414355
170110,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.012820513,NA,0.043513285,0.075062679
170120,Not Critical Access,Non Teaching,Rural,Referral Center,Governmental,0.0015163,0.3695,0.005316034,0.1072517
170122,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0,0.377666667,0.048743856,0.059408479
170123,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.21723908,0.3887,0.062998546,0.070471442
170137,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.114823349,0.2312,0.01023584,0.027063836
170142,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.099025464,0.2304,0.047334325,0.066719302
170145,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.040880503,0.3523,0.018122838,0.101359857
170146,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.017766051,0.1716,0.063649122,0.224026137
170150,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0,0.263,0.002533291,0.003149137
170166,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.022988506,NA,2.92E-05,0.081679569
170175,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.153380424,0.3206,0.009460533,0.01036442
170176,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.022387493,0.3164,0.058130325,0.062891527
170182,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.000219322,0.1212,0.017240274,0.056144579
170183,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.004734164,0.029102768
170185,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.000927816,0.0718,0.023742058,0.033680215
170186,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.001762632,NA,0.003826015,0.019413022
170187,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.002243829,NA,0.001500745,0.026275405
170188,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0.000800505,0.004226987
