CCN,critical_access,teaching_status,urban_rural,referral_center,num_beds,type_of_service,state_code,ownership_type_simple,bed_size_simple
171370,Critical Access,Non Teaching,Rural,Non Referral Center,22,General Short Term,NA,Governmental,Small
171373,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,MO,Governmental,Small
171374,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
200031,Not Critical Access,Non Teaching,Rural,Non Referral Center,49,General Short Term,NA,Governmental,Small
230085,Not Critical Access,Non Teaching,Rural,Non Referral Center,8,General Short Term,MI,Nonprofit,Small
230121,Not Critical Access,Non Teaching,Urban,Non Referral Center,113,General Short Term,NA,Nonprofit,Small
230273,Not Critical Access,Teaching,Rural,Non Referral Center,210,General Short Term,TX,Proprietary,Medium
240078,Not Critical Access,Non Teaching,Urban,Non Referral Center,327,General Short Term,MN,Nonprofit,Medium
241355,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
260034,Not Critical Access,Non Teaching,Rural,Non Referral Center,40,General Short Term,NA,Governmental,Small
261309,Critical Access,Non Teaching,Rural,Non Referral Center,21,General Short Term,MO,Nonprofit,Small
271307,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
280040,Not Critical Access,Teaching,Urban,Non Referral Center,356,General Short Term,NE,Nonprofit,Medium
321309,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,TN,Proprietary,Small
330079,Not Critical Access,Non Teaching,Rural,Non Referral Center,83,General Short Term,NA,Nonprofit,Small
330135,Not Critical Access,Non Teaching,Urban,Non Referral Center,98,General Short Term,NA,Nonprofit,Small
330157,Not Critical Access,Teaching,Rural,Non Referral Center,182,General Short Term,NA,Nonprofit,Medium
330286,Not Critical Access,Teaching,Urban,Non Referral Center,437,General Short Term,NY,Nonprofit,Large
330304,Not Critical Access,Teaching,Rural,Referral Center,292,General Short Term,NY,Nonprofit,Medium
331320,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
440034,Not Critical Access,Non Teaching,Urban,Non Referral Center,157,General Short Term,TN,Nonprofit,Medium
461305,Critical Access,Non Teaching,Rural,Non Referral Center,23,General Short Term,NA,Governmental,Small
464014,Not Critical Access,Non Teaching,Urban,Non Referral Center,80,Psychiatric,PA,Proprietary,Small
490013,Not Critical Access,Non Teaching,Rural,Referral Center,44,General Short Term,VA,Nonprofit,Small
490088,Not Critical Access,Non Teaching,Urban,Non Referral Center,33,General Short Term,VA,Nonprofit,Small
520198,Not Critical Access,Non Teaching,Rural,Referral Center,79,General Short Term,WI,Nonprofit,Small
30103,Not Critical Access,Teaching,Rural,Referral Center,315,General Short Term,MN,Nonprofit,Medium
30130,Not Critical Access,Non Teaching,Urban,Non Referral Center,89,General Short Term,AZ,Nonprofit,Small
74014,Not Critical Access,Non Teaching,Urban,Non Referral Center,35,Psychiatric,NA,Nonprofit,Small
140013,Not Critical Access,Non Teaching,Urban,Non Referral Center,72,General Short Term,IL,Nonprofit,Small
140209,Not Critical Access,Teaching,Rural,Non Referral Center,203,General Short Term,IL,Nonprofit,Medium
200020,Not Critical Access,Non Teaching,Urban,Non Referral Center,54,General Short Term,NA,Nonprofit,Small
240006,Not Critical Access,Non Teaching,Urban,Non Referral Center,61,General Short Term,NA,Nonprofit,Small
240022,Not Critical Access,Non Teaching,Rural,Non Referral Center,48,General Short Term,SD,Nonprofit,Small
240030,Not Critical Access,Non Teaching,Rural,Referral Center,99,General Short Term,NA,Governmental,Small
240040,Not Critical Access,Non Teaching,Urban,Non Referral Center,72,General Short Term,MN,Nonprofit,Small
240064,Not Critical Access,Non Teaching,Rural,Non Referral Center,34,General Short Term,MN,Nonprofit,Small
240141,Not Critical Access,Non Teaching,Urban,Non Referral Center,34,General Short Term,MN,Nonprofit,Small
240166,Not Critical Access,Non Teaching,Rural,Non Referral Center,37,General Short Term,MN,Nonprofit,Small
240187,Not Critical Access,Non Teaching,Rural,Non Referral Center,37,General Short Term,MN,Governmental,Small
240207,Not Critical Access,Non Teaching,Urban,Non Referral Center,172,General Short Term,MN,Nonprofit,Medium
240210,Not Critical Access,Teaching,Urban,Non Referral Center,184,General Short Term,MN,Nonprofit,Medium
240213,Not Critical Access,Teaching,Urban,Non Referral Center,86,General Short Term,MN,Nonprofit,Small
250012,Not Critical Access,Non Teaching,Urban,Non Referral Center,20,General Short Term,NA,Proprietary,Small
290049,Not Critical Access,Non Teaching,Urban,Non Referral Center,78,General Short Term,NV,Nonprofit,Small
291309,Critical Access,Non Teaching,Urban,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
293034,Not Critical Access,Non Teaching,Urban,Non Referral Center,44,Rehabilitation,PA,Proprietary,Small
310112,Not Critical Access,Non Teaching,Urban,Non Referral Center,175,General Short Term,NJ,Nonprofit,Medium
330006,Not Critical Access,Teaching,Urban,Non Referral Center,106,General Short Term,NA,Nonprofit,Small
330059,Not Critical Access,Teaching,Rural,Referral Center,1410,General Short Term,NY,Nonprofit,Large
330074,Not Critical Access,Non Teaching,Rural,Non Referral Center,113,General Short Term,NA,Nonprofit,Small
330085,Not Critical Access,Non Teaching,Rural,Referral Center,53,General Short Term,NY,Proprietary,Small
330090,Not Critical Access,Teaching,Urban,Non Referral Center,191,General Short Term,NA,Nonprofit,Medium
330094,Not Critical Access,Non Teaching,Rural,Referral Center,192,General Short Term,NY,Nonprofit,Medium
330119,Not Critical Access,Teaching,Rural,Referral Center,415,General Short Term,NY,Nonprofit,Large
330158,Not Critical Access,Non Teaching,Urban,Non Referral Center,286,General Short Term,NA,Nonprofit,Medium
330162,Not Critical Access,Non Teaching,Urban,Non Referral Center,162,General Short Term,NY,Nonprofit,Medium
330182,Not Critical Access,Teaching,Urban,Non Referral Center,364,General Short Term,NY,Nonprofit,Medium
330205,Not Critical Access,Non Teaching,Urban,Non Referral Center,60,General Short Term,NA,Nonprofit,Small
330270,Not Critical Access,Teaching,Rural,Referral Center,200,General Short Term,NA,Nonprofit,Medium
330276,Not Critical Access,Non Teaching,Rural,Non Referral Center,57,General Short Term,NA,Nonprofit,Small
330386,Not Critical Access,Teaching,Rural,Referral Center,76,General Short Term,NY,Nonprofit,Small
330399,Not Critical Access,Teaching,Rural,Referral Center,283,General Short Term,NA,Nonprofit,Medium
330401,Not Critical Access,Non Teaching,Urban,Non Referral Center,254,General Short Term,NY,Nonprofit,Medium
331303,Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,NY,Nonprofit,Small
331305,Critical Access,Non Teaching,Rural,Non Referral Center,16,General Short Term,NY,Nonprofit,Small
331311,Critical Access,Non Teaching,Urban,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
341325,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
410011,Not Critical Access,Teaching,Urban,Non Referral Center,123,General Short Term,CA,Nonprofit,Small
440020,Not Critical Access,Non Teaching,Rural,Non Referral Center,81,General Short Term,TN,Proprietary,Small
511308,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,WV,Nonprofit,Small
520034,Not Critical Access,Non Teaching,Rural,Non Referral Center,69,General Short Term,WI,Nonprofit,Small
520037,Not Critical Access,Teaching,Rural,Referral Center,194,General Short Term,WI,Nonprofit,Medium
520095,Not Critical Access,Non Teaching,Urban,Non Referral Center,36,General Short Term,NA,Nonprofit,Small
520205,Not Critical Access,Teaching,Urban,Non Referral Center,16,General Short Term,WI,Proprietary,Small
521333,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
101300,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,FL,Nonprofit,Small
111310,Critical Access,Non Teaching,Urban,Non Referral Center,25,General Short Term,NC,Nonprofit,Small
113029,Not Critical Access,Non Teaching,Urban,Non Referral Center,58,Rehabilitation,NC,Nonprofit,Small
150057,Not Critical Access,Non Teaching,Urban,Non Referral Center,80,General Short Term,IN,Nonprofit,Small
171326,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
171365,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
183028,Not Critical Access,Non Teaching,Urban,Non Referral Center,40,Rehabilitation,AL,Proprietary,Small
220017,Not Critical Access,Teaching,Urban,Non Referral Center,106,General Short Term,TX,Proprietary,Small
220036,Not Critical Access,Teaching,Rural,Referral Center,244,General Short Term,TX,Proprietary,Medium
220080,Not Critical Access,Teaching,Rural,Non Referral Center,293,General Short Term,MA,Proprietary,Medium
230055,Not Critical Access,Non Teaching,Rural,Non Referral Center,49,General Short Term,WI,Nonprofit,Small
310017,Not Critical Access,Non Teaching,Urban,Non Referral Center,218,General Short Term,NJ,Nonprofit,Medium
330043,Not Critical Access,Teaching,Rural,Non Referral Center,312,General Short Term,NY,Nonprofit,Medium
330046,Not Critical Access,Teaching,Rural,Referral Center,618,General Short Term,NA,Nonprofit,Large
330106,Not Critical Access,Teaching,Urban,Non Referral Center,782,General Short Term,NY,Nonprofit,Large
330181,Not Critical Access,Teaching,Urban,Non Referral Center,54,General Short Term,NY,Nonprofit,Small
330239,Not Critical Access,Non Teaching,Rural,Non Referral Center,257,General Short Term,PA,Nonprofit,Medium
330245,Not Critical Access,Teaching,Rural,Referral Center,177,General Short Term,NA,Nonprofit,Medium
331315,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NY,Nonprofit,Small
331318,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
360180,Not Critical Access,Teaching,Rural,Non Referral Center,1326,General Short Term,OH,Nonprofit,Large
360245,Not Critical Access,Non Teaching,Urban,Non Referral Center,114,General Short Term,NA,Nonprofit,Small
364049,Not Critical Access,Non Teaching,Urban,Non Referral Center,120,Psychiatric,KY,Proprietary,Small
364051,Not Critical Access,Non Teaching,Urban,Non Referral Center,96,Psychiatric,KY,Proprietary,Small
364053,Not Critical Access,Non Teaching,Urban,Non Referral Center,72,Psychiatric,KY,Proprietary,Small
444005,Not Critical Access,Non Teaching,Rural,Non Referral Center,16,Psychiatric,TN,Proprietary,Small
510013,Not Critical Access,Non Teaching,Urban,Non Referral Center,94,General Short Term,WV,Nonprofit,Small
30006,Not Critical Access,Teaching,Rural,Referral Center,499,General Short Term,AZ,Nonprofit,Large
30036,Not Critical Access,Non Teaching,Rural,Referral Center,429,General Short Term,CA,Nonprofit,Large
30136,Not Critical Access,Non Teaching,Urban,Non Referral Center,16,General Short Term,CA,Nonprofit,Small
30139,Not Critical Access,Non Teaching,Urban,Non Referral Center,50,General Short Term,CA,Nonprofit,Small
30147,Not Critical Access,Non Teaching,Urban,Non Referral Center,94,General Short Term,AZ,Nonprofit,Small
50013,Not Critical Access,Non Teaching,Urban,Non Referral Center,141,General Short Term,CA,Nonprofit,Small
50070,Not Critical Access,Teaching,Urban,Non Referral Center,120,General Short Term,CA,Nonprofit,Small
50075,Not Critical Access,Teaching,Rural,Non Referral Center,365,General Short Term,CA,Nonprofit,Medium
50076,Not Critical Access,Teaching,Rural,Referral Center,239,General Short Term,CA,Nonprofit,Medium
50194,Not Critical Access,Non Teaching,Urban,Non Referral Center,106,General Short Term,NA,Proprietary,Small
60030,Not Critical Access,Non Teaching,Urban,Non Referral Center,101,General Short Term,AZ,Nonprofit,Small
63301,Not Critical Access,Teaching,Urban,Non Referral Center,486,Children,CO,Nonprofit,Large
100007,Not Critical Access,Teaching,Rural,Referral Center,2738,General Short Term,FL,Nonprofit,Large
100044,Not Critical Access,Non Teaching,Urban,Non Referral Center,521,General Short Term,OH,Nonprofit,Large
100118,Not Critical Access,Non Teaching,Urban,Non Referral Center,99,General Short Term,FL,Nonprofit,Small
100121,Not Critical Access,Non Teaching,Urban,Non Referral Center,72,General Short Term,FL,Nonprofit,Small
100151,Not Critical Access,Teaching,Rural,Referral Center,304,General Short Term,FL,Nonprofit,Medium
100236,Not Critical Access,Teaching,Rural,Non Referral Center,233,General Short Term,TN,Proprietary,Medium
103045,Not Critical Access,Non Teaching,Urban,Non Referral Center,70,Rehabilitation,AL,Proprietary,Small
103050,Not Critical Access,Non Teaching,Urban,Non Referral Center,50,Rehabilitation,AL,Proprietary,Small
103052,Not Critical Access,Non Teaching,Urban,Non Referral Center,50,Rehabilitation,AL,Proprietary,Small
114012,Not Critical Access,Non Teaching,Urban,Non Referral Center,188,Psychiatric,NA,Proprietary,Medium
114036,Not Critical Access,Non Teaching,Urban,Non Referral Center,113,Psychiatric,TN,Proprietary,Small
114037,Not Critical Access,Non Teaching,Urban,Non Referral Center,111,Psychiatric,NA,Proprietary,Small
130006,Not Critical Access,Teaching,Urban,Non Referral Center,560,General Short Term,ID,Nonprofit,Large
140010,Not Critical Access,Teaching,Urban,Non Referral Center,672,General Short Term,NA,Nonprofit,Large
140048,Not Critical Access,Non Teaching,Urban,Non Referral Center,438,General Short Term,IL,Nonprofit,Large
150007,Not Critical Access,Non Teaching,Urban,Non Referral Center,107,General Short Term,IN,Nonprofit,Small
150026,Not Critical Access,Non Teaching,Urban,Non Referral Center,103,General Short Term,NA,Nonprofit,Small
240093,Not Critical Access,Teaching,Rural,Referral Center,118,General Short Term,MN,Nonprofit,Small
241369,Critical Access,Non Teaching,Rural,Non Referral Center,24,General Short Term,NA,Nonprofit,Small
330045,Not Critical Access,Teaching,Urban,Non Referral Center,262,General Short Term,NY,Nonprofit,Medium
330065,Not Critical Access,Teaching,Urban,Non Referral Center,133,General Short Term,NA,Nonprofit,Small
330125,Not Critical Access,Teaching,Rural,Referral Center,470,General Short Term,NY,Nonprofit,Large
330126,Not Critical Access,Teaching,Rural,Non Referral Center,329,General Short Term,NY,Nonprofit,Medium
330136,Not Critical Access,Teaching,Rural,Referral Center,160,General Short Term,NY,Nonprofit,Medium
330197,Not Critical Access,Non Teaching,Rural,Non Referral Center,94,General Short Term,NY,Nonprofit,Small
330208,Not Critical Access,Teaching,Rural,Referral Center,319,General Short Term,NA,Nonprofit,Medium
330211,Not Critical Access,Non Teaching,Rural,Non Referral Center,38,General Short Term,NA,Nonprofit,Small
330241,Not Critical Access,Teaching,Urban,Non Referral Center,625,General Short Term,NA,Governmental,Large
330331,Not Critical Access,Teaching,Urban,Non Referral Center,156,General Short Term,NY,Nonprofit,Medium
363304,NA,NA,NA,NA,NA,Rehabilitation,NA,Nonprofit,NA
370203,Not Critical Access,Non Teaching,Urban,Non Referral Center,45,General Short Term,OK,Proprietary,Small
370216,Not Critical Access,Non Teaching,Urban,Non Referral Center,38,General Short Term,TN,Proprietary,Small
